timestamp,service_id,server_cluster,cpu_util_pct,mem_util_pct,io_wait_ms,disk_io_ops,network_in_kbps,network_out_kbps,active_threads,request_rate_rps,avg_response_ms,p95_response_ms,error_rate_pct,gc_pause_ms,db_query_qps,db_avg_query_ms,cache_hit_pct,concurrent_sessions,rolling_cpu_1h,rolling_cpu_6h,rolling_mem_1h,rolling_mem_6h,bottleneck
2023-01-02 16:00:00,land_records,cluster-10,62.81,96.69,9.59,855,349,653,57,138.58,46.55,307.4,1.939,11.86,144.85,31.04,59.69,1325,62.81,52.75833333333333,96.69,68.13333333333334,MEM
2023-01-02 17:00:00,licensing,cluster-17,77.91,73.14,8.93,435,81,1397,236,105.94,38.75,370.76,0.411,1.27,32.92,21.17,52.77,4915,77.91,61.67499999999999,73.14,75.03333333333333,NONE
2023-01-02 18:00:00,business_registration,cluster-7,89.6,75.01,9.94,257,506,142,118,193.11,121.53,104.3,2.343,13.46,137.21,30.92,53.95,3288,89.6,64.16,75.01,81.55333333333333,CPU
2023-01-02 19:00:00,land_records,cluster-15,39.58,71.25,4.28,598,591,393,127,169.99,180.38,128.54,0.623,5.84,146.38,46.37,93.08,736,39.58,63.31333333333333,71.25,82.98666666666666,NONE
2023-01-02 20:00:00,business_registration,cluster-1,45.11,71.09,0.66,437,1458,482,94,36.04,91.92,204.54,0.176,19.17,63.84,25.27,70.48,2487,45.11,59.330000000000005,71.09,79.29833333333333,NONE
2023-01-02 21:00:00,pension_portal,cluster-27,54.82,35.89,3.2,127,1894,986,210,101.87,26.12,311.91,2.733,15.63,37.23,5.21,58.97,1435,54.82,61.63833333333333,35.89,70.51166666666667,NONE
2023-01-02 22:00:00,licensing,cluster-25,89.54,65.24,6.82,221,1405,490,156,97.47,182.66,280.54,1.0,1.45,69.39,38.02,93.45,3675,89.54,66.09333333333333,65.24,65.27,CPU
2023-01-02 23:00:00,court_services,cluster-27,87.6,53.57,1.52,606,93,1344,87,168.94,67.71,164.64,1.508,19.09,15.42,49.92,71.42,653,87.6,67.70833333333333,53.57,62.00833333333333,CPU
2023-01-03 00:00:00,grievance_redressal,cluster-11,26.74,57.75,3.14,386,596,950,240,30.24,186.22,73.22,0.303,4.54,123.25,7.36,80.83,2976,26.74,57.23166666666666,57.75,59.13166666666667,NONE
2023-01-03 01:00:00,passport_booking,cluster-17,29.89,63.75,0.75,645,1033,411,189,90.63,21.69,138.54,1.438,15.97,47.35,32.51,93.08,4987,29.89,55.616666666666674,63.75,57.88166666666667,NONE
2023-01-03 02:00:00,tax_filing,cluster-5,57.16,34.5,4.85,941,473,353,116,127.49,91.84,126.85,0.668,12.87,45.78,22.93,91.84,3517,57.16,57.625,34.5,51.78333333333333,NONE
2023-01-03 03:00:00,vehicle_registration,cluster-7,28.0,51.6,2.25,480,94,431,153,189.08,162.88,57.37,2.521,10.73,101.08,30.4,93.4,3755,28.0,53.155,51.6,54.40166666666666,NONE
2023-01-03 04:00:00,court_services,cluster-19,45.92,29.7,1.09,654,429,2,206,179.9,220.36,391.26,2.141,18.65,84.28,18.85,87.77,381,45.92,45.885,29.7,48.47833333333333,NONE
2023-01-03 05:00:00,licensing,cluster-25,31.13,97.5,4.23,538,546,955,199,107.0,193.45,139.38,1.99,12.12,87.95,38.9,81.54,2322,31.13,36.473333333333336,97.5,55.8,MEM
2023-01-03 06:00:00,passport_booking,cluster-24,67.7,33.77,3.64,715,933,130,211,121.54,123.41,342.79,2.344,17.17,72.78,9.2,59.42,3065,67.7,43.29999999999999,33.77,51.803333333333335,NONE
2023-01-03 07:00:00,court_services,cluster-29,91.21,44.13,5.47,155,1965,1098,119,170.55,185.26,219.7,0.881,16.55,67.71,9.05,58.23,4883,91.21,53.52,44.13,48.53333333333333,CPU
2023-01-03 08:00:00,licensing,cluster-15,94.76,90.96,7.54,919,1008,1347,148,149.01,143.63,390.3,1.361,13.44,47.49,29.31,65.87,4619,94.76,59.78666666666667,90.96,57.94333333333333,CPU
2023-01-03 09:00:00,welfare_disbursement,cluster-3,48.14,60.72,1.3,258,187,1023,216,175.93,207.08,102.34,0.26,9.81,42.56,19.44,90.52,4588,48.14,63.14333333333334,60.72,59.46333333333333,NONE
2023-01-03 10:00:00,welfare_disbursement,cluster-15,64.93,35.04,7.95,765,1632,159,193,179.24,197.58,88.74,0.203,1.96,149.08,46.54,61.12,4417,64.93,66.31166666666667,35.04,60.35333333333333,NONE
2023-01-03 11:00:00,business_registration,cluster-5,84.22,53.43,0.46,809,457,16,208,166.6,244.45,50.86,0.987,3.08,60.56,13.66,59.46,1269,84.22,75.16000000000001,53.43,53.008333333333326,CPU
2023-01-03 12:00:00,court_services,cluster-23,28.81,33.57,4.54,397,234,1418,226,2.37,44.14,301.46,2.468,10.66,76.14,39.91,75.92,395,28.81,68.67833333333333,33.57,52.975,NONE
2023-01-03 13:00:00,welfare_disbursement,cluster-12,71.72,39.82,5.96,954,538,355,93,62.53,98.36,157.23,1.793,6.64,59.69,48.86,60.42,390,71.72,65.42999999999999,39.82,52.25666666666667,NONE
2023-01-03 14:00:00,licensing,cluster-30,50.66,28.85,9.58,401,67,1055,95,81.0,64.25,354.62,1.274,4.16,109.0,19.7,76.07,600,50.66,58.080000000000005,28.85,41.905,NONE
2023-01-03 15:00:00,business_registration,cluster-20,35.46,57.43,5.82,787,1770,888,178,135.74,165.08,271.83,2.901,19.34,26.24,46.29,79.32,4855,35.46,55.96666666666667,57.43,41.35666666666666,NONE
2023-01-03 16:00:00,licensing,cluster-5,50.21,84.69,1.76,897,1145,482,171,61.72,172.73,252.1,1.327,17.17,8.0,19.26,65.93,2592,50.21,53.51333333333334,84.69,49.63166666666667,NONE
2023-01-03 17:00:00,business_registration,cluster-3,25.7,68.36,5.27,97,684,1178,93,65.05,66.88,220.41,1.407,8.61,146.11,29.94,70.45,239,25.7,43.76,68.36,52.120000000000005,NONE
2023-01-03 18:00:00,court_services,cluster-9,72.16,69.87,4.08,295,220,609,133,80.34,116.96,140.36,2.978,17.42,80.44,5.02,71.03,4128,72.16,50.98500000000001,69.87,58.17,NONE
2023-01-03 19:00:00,passport_booking,cluster-26,38.96,39.84,4.9,80,1150,772,136,191.09,158.49,72.64,0.394,1.19,82.68,16.89,55.42,3230,38.96,45.525,39.84,58.17333333333334,NONE
2023-01-03 20:00:00,grievance_redressal,cluster-9,43.36,50.45,2.13,744,449,856,133,87.71,171.56,205.25,0.767,1.98,70.14,7.37,55.06,4940,43.36,44.30833333333334,50.45,61.77333333333333,NONE
2023-01-03 21:00:00,land_records,cluster-7,29.08,87.55,5.11,524,959,795,145,28.56,43.61,84.69,1.36,18.96,7.67,6.34,56.68,219,29.08,43.245000000000005,87.55,66.79333333333334,MEM
2023-01-03 22:00:00,passport_booking,cluster-26,84.85,31.5,1.67,526,1594,961,95,1.77,231.85,367.01,1.714,13.78,101.57,49.8,84.07,4890,84.85,49.01833333333334,31.5,57.928333333333335,CPU
2023-01-03 23:00:00,pension_portal,cluster-2,57.01,88.49,7.49,306,1274,801,121,47.7,27.84,340.27,0.444,15.29,84.97,39.42,84.55,3329,57.01,54.23666666666667,88.49,61.28333333333334,MEM
2023-01-04 00:00:00,licensing,cluster-23,62.91,60.79,6.02,175,1828,341,230,187.79,243.78,266.92,0.986,16.66,21.56,20.14,69.32,3750,62.91,52.69499999999999,60.79,59.77,NONE
2023-01-04 01:00:00,pension_portal,cluster-23,62.71,86.95,0.97,268,1654,405,210,191.02,92.75,208.35,0.661,1.06,78.63,35.65,51.22,3285,62.71,56.65333333333333,86.95,67.62166666666667,MEM
2023-01-04 02:00:00,passport_booking,cluster-27,50.79,48.53,8.92,294,288,1396,222,106.04,92.76,208.97,2.55,14.36,35.19,28.71,50.62,664,50.79,57.89166666666666,48.53,67.30166666666666,NONE
2023-01-04 03:00:00,business_registration,cluster-21,34.44,50.07,6.24,529,1390,1309,241,129.45,122.59,212.58,2.504,7.14,96.08,46.31,93.16,3853,34.44,58.785,50.07,61.055,NONE
2023-01-04 04:00:00,land_records,cluster-16,75.88,80.62,3.3,492,1596,559,143,159.29,179.84,310.91,0.72,16.36,100.25,16.21,60.3,2431,75.88,57.29,80.62,69.24166666666666,NONE
2023-01-04 05:00:00,land_records,cluster-9,29.53,83.09,0.65,700,1988,576,180,11.65,56.71,94.17,1.305,7.75,44.64,28.06,57.56,3738,29.53,52.71,83.09,68.34166666666665,NONE
2023-01-04 06:00:00,vehicle_registration,cluster-13,27.79,41.99,6.4,550,369,220,201,75.17,78.65,235.95,1.955,15.35,14.3,5.29,53.82,292,27.79,46.85666666666666,41.99,65.20833333333333,NONE
2023-01-04 07:00:00,land_records,cluster-28,73.26,96.99,3.86,276,1623,146,208,128.63,241.16,334.43,0.144,18.03,119.73,37.74,81.47,1716,73.26,48.615,96.99,66.88166666666666,MEM
2023-01-04 08:00:00,grievance_redressal,cluster-27,35.66,31.25,9.09,947,571,1000,120,179.7,221.67,228.54,2.651,6.79,95.54,31.01,82.73,3442,35.66,46.09333333333333,31.25,64.00166666666667,NONE
2023-01-04 09:00:00,land_records,cluster-19,43.01,30.07,0.54,863,577,1203,89,145.5,68.85,54.81,1.533,9.39,90.71,33.05,93.13,623,43.01,47.52166666666667,30.07,60.66833333333333,NONE
2023-01-04 10:00:00,passport_booking,cluster-20,55.64,69.07,0.58,818,526,1320,227,70.34,151.79,135.64,0.68,10.75,89.78,37.66,87.92,3147,55.64,44.14833333333333,69.07,58.74333333333333,NONE
2023-01-04 11:00:00,vehicle_registration,cluster-17,53.7,78.48,9.5,304,1398,1372,123,182.04,66.83,284.0,1.19,13.76,107.94,22.16,51.12,416,53.7,48.17666666666667,78.48,57.975,NONE
2023-01-04 12:00:00,passport_booking,cluster-6,73.14,96.11,9.66,119,1539,490,64,133.09,146.51,376.97,2.705,16.88,34.42,12.04,86.61,4796,73.14,55.73499999999999,96.11,66.995,MEM
2023-01-04 13:00:00,passport_booking,cluster-4,66.76,54.97,0.47,504,1828,352,168,166.13,104.13,362.81,0.074,4.21,61.13,13.29,93.53,3422,66.76,54.65166666666667,54.97,59.99166666666667,NONE
2023-01-04 14:00:00,tax_filing,cluster-1,68.33,26.87,7.22,627,808,1010,70,77.41,103.36,337.95,0.428,18.91,33.38,37.94,73.66,4105,68.33,60.09666666666666,26.87,59.26166666666666,NONE
2023-01-04 15:00:00,vehicle_registration,cluster-18,73.55,69.61,2.37,51,91,80,70,0.93,166.07,382.56,0.578,15.71,10.86,49.74,57.37,4953,73.55,65.18666666666667,69.61,65.85166666666667,NONE
2023-01-04 16:00:00,passport_booking,cluster-19,41.95,46.44,7.07,544,283,869,109,33.65,77.92,147.97,0.18,2.79,136.02,25.22,60.45,400,41.95,62.905,46.44,62.080000000000005,NONE
2023-01-04 17:00:00,tax_filing,cluster-9,44.17,57.04,8.71,374,605,704,155,185.47,112.98,54.34,0.676,6.72,7.19,12.73,87.69,206,44.17,61.31666666666667,57.04,58.50666666666666,NONE
2023-01-04 18:00:00,tax_filing,cluster-13,52.85,61.15,1.19,830,486,433,114,7.11,232.81,174.03,2.451,5.03,7.1,8.14,93.49,1647,52.85,57.935,61.15,52.68,NONE
2023-01-04 19:00:00,vehicle_registration,cluster-8,43.06,29.77,2.54,452,725,1146,198,119.41,193.73,251.95,1.581,3.18,48.44,26.66,93.02,1195,43.06,53.98499999999999,29.77,48.48000000000001,NONE
2023-01-04 20:00:00,pension_portal,cluster-23,93.87,60.96,0.44,900,1735,1312,232,82.12,108.16,160.76,1.816,12.89,47.95,37.23,72.31,789,93.87,58.241666666666674,60.96,54.16166666666667,CPU
2023-01-04 21:00:00,business_registration,cluster-13,81.05,56.55,0.63,864,1353,739,118,86.2,72.96,65.47,0.468,1.32,6.15,32.1,77.76,4419,81.05,59.49166666666667,56.55,51.98500000000001,CPU
2023-01-04 22:00:00,grievance_redressal,cluster-15,32.35,77.73,0.49,178,1277,1493,159,80.46,171.57,227.52,0.835,11.98,115.15,18.12,80.1,1137,32.35,57.89166666666667,77.73,57.20000000000001,NONE
2023-01-04 23:00:00,business_registration,cluster-11,20.42,72.78,8.05,532,792,509,75,13.95,205.77,119.89,2.752,16.55,17.78,31.75,69.09,1075,20.42,53.93333333333334,72.78,59.82333333333333,NONE
2023-01-05 00:00:00,land_records,cluster-12,23.21,38.71,3.12,195,957,593,124,24.9,217.98,304.65,0.631,7.24,13.44,29.45,92.24,1118,23.21,48.99333333333334,38.71,56.083333333333336,NONE
2023-01-05 01:00:00,grievance_redressal,cluster-14,38.3,40.25,5.03,674,852,912,104,13.06,149.78,81.22,2.72,9.79,13.28,14.76,86.85,1585,38.3,48.2,40.25,57.82999999999999,NONE
2023-01-05 02:00:00,land_records,cluster-4,28.57,43.57,7.92,849,1379,479,162,11.25,138.86,385.34,1.99,2.88,96.72,23.41,56.05,3379,28.57,37.31666666666667,43.57,54.93166666666667,NONE
2023-01-05 03:00:00,passport_booking,cluster-1,60.0,38.24,5.05,145,900,754,95,17.58,185.52,356.84,1.508,14.41,25.55,44.4,55.96,2821,60.0,33.80833333333334,38.24,51.88,NONE
2023-01-05 04:00:00,licensing,cluster-24,84.35,73.63,4.41,550,1046,1462,239,139.48,60.43,355.85,0.522,18.17,86.85,38.86,75.23,1038,84.35,42.475,73.63,51.196666666666665,CPU
2023-01-05 05:00:00,vehicle_registration,cluster-4,75.26,98.59,0.31,505,895,726,119,23.28,215.99,326.46,2.021,14.66,30.3,46.83,74.12,2268,75.26,51.615,98.59,55.498333333333335,MEM
2023-01-05 06:00:00,grievance_redressal,cluster-19,36.17,73.26,5.77,828,559,1197,231,52.67,37.0,271.76,2.659,2.46,125.51,45.14,50.85,4668,36.17,53.775000000000006,73.26,61.25666666666667,NONE
2023-01-05 07:00:00,grievance_redressal,cluster-9,49.95,69.89,1.42,453,1369,345,181,131.56,158.69,68.7,0.479,6.91,28.22,16.13,70.5,2328,49.95,55.71666666666667,69.89,66.19666666666667,NONE
2023-01-05 08:00:00,passport_booking,cluster-10,58.09,55.33,7.69,57,71,954,222,22.9,155.63,281.85,0.019,3.46,64.58,43.8,92.67,4337,58.09,60.63666666666668,55.33,68.15666666666667,NONE
2023-01-05 09:00:00,pension_portal,cluster-4,80.77,48.13,2.73,269,1760,104,103,182.1,91.46,311.42,2.22,11.79,82.95,32.68,70.04,1607,80.77,64.09833333333334,48.13,69.805,CPU
2023-01-05 10:00:00,tax_filing,cluster-20,82.93,92.42,6.81,774,1057,787,230,95.76,28.16,95.79,1.801,14.45,132.05,48.3,80.24,1609,82.93,63.86166666666667,92.42,72.93666666666667,CPU
2023-01-05 11:00:00,passport_booking,cluster-30,88.23,96.71,6.53,151,291,1478,221,192.63,185.11,265.51,1.509,19.51,32.42,13.81,81.68,3469,88.23,66.02333333333334,96.71,72.62333333333333,CPU
2023-01-05 12:00:00,welfare_disbursement,cluster-9,58.19,61.76,6.24,727,892,1317,136,38.91,25.56,217.6,1.368,10.06,93.15,20.47,51.37,1789,58.19,69.69333333333334,61.76,70.70666666666666,NONE
2023-01-05 13:00:00,tax_filing,cluster-13,72.07,46.47,2.82,823,627,794,145,6.61,61.31,215.35,1.493,12.75,4.87,23.03,62.55,3326,72.07,73.38000000000001,46.47,66.80333333333333,NONE
2023-01-05 14:00:00,vehicle_registration,cluster-12,28.39,81.99,2.82,51,1467,392,169,118.26,145.17,119.81,1.124,2.13,116.34,6.07,92.21,1212,28.39,68.42999999999999,81.99,71.24666666666666,NONE
2023-01-05 15:00:00,tax_filing,cluster-11,62.4,34.8,8.66,763,1500,195,85,66.08,236.2,308.8,0.247,3.11,79.16,26.58,72.96,3810,62.4,65.36833333333333,34.8,69.02499999999999,NONE
2023-01-05 16:00:00,pension_portal,cluster-12,38.65,81.65,0.33,539,502,421,83,114.69,35.16,373.79,2.327,4.63,141.77,47.47,94.05,905,38.65,57.98833333333334,81.65,67.23,NONE
2023-01-05 17:00:00,tax_filing,cluster-30,52.38,85.6,1.98,890,556,880,229,94.99,153.12,325.73,1.404,1.09,116.35,41.69,90.28,448,52.38,52.01333333333333,85.6,65.37833333333333,MEM
2023-01-05 18:00:00,vehicle_registration,cluster-18,67.55,34.24,6.18,744,1679,217,183,91.7,95.65,179.16,2.475,8.16,60.24,13.97,62.63,4300,67.55,53.57333333333332,34.24,60.79166666666666,NONE
2023-01-05 19:00:00,pension_portal,cluster-30,39.27,97.29,8.21,820,262,152,215,170.31,173.97,394.46,2.947,19.02,62.48,17.71,62.01,3190,39.27,48.10666666666666,97.29,69.26166666666667,MEM
2023-01-05 20:00:00,business_registration,cluster-12,23.91,97.93,3.71,883,1314,36,135,38.77,239.17,177.46,0.515,13.06,1.17,48.93,65.97,2526,23.91,47.35999999999999,97.93,71.91833333333334,MEM
2023-01-05 21:00:00,grievance_redressal,cluster-16,20.77,94.32,6.6,789,1042,689,82,100.18,81.78,132.05,2.38,8.72,125.74,7.69,72.91,612,20.77,40.42166666666666,94.32,81.83833333333332,MEM
2023-01-05 22:00:00,grievance_redressal,cluster-5,21.66,61.71,5.66,249,458,1371,104,83.49,239.86,388.83,2.933,9.88,120.85,25.43,90.36,2372,21.66,37.59,61.71,78.515,NONE
2023-01-05 23:00:00,land_records,cluster-20,20.63,43.21,0.83,75,671,711,72,134.92,220.24,326.44,2.173,2.93,85.37,44.91,72.56,3023,20.63,32.29833333333333,43.21,71.45,NONE
2023-01-06 00:00:00,business_registration,cluster-25,28.28,68.07,6.29,993,608,1193,174,10.5,159.62,316.44,0.738,1.93,56.44,36.38,85.25,1793,28.28,25.75333333333333,68.07,77.08833333333332,NONE
2023-01-06 01:00:00,business_registration,cluster-12,37.96,56.08,8.18,399,1976,309,93,106.12,194.39,77.1,2.689,5.18,120.78,49.21,76.05,2143,37.96,25.535,56.08,70.22000000000001,NONE
2023-01-06 02:00:00,tax_filing,cluster-21,36.59,40.24,9.93,151,921,1377,149,95.97,218.92,117.21,2.38,6.13,91.62,48.88,60.3,2326,36.59,27.64833333333333,40.24,60.60499999999999,NONE
2023-01-06 03:00:00,grievance_redressal,cluster-25,94.01,56.35,0.49,697,717,249,77,194.73,204.8,56.48,1.348,2.46,28.64,38.85,68.97,1480,94.01,39.855,56.35,54.27666666666666,CPU
2023-01-06 04:00:00,vehicle_registration,cluster-11,42.95,74.13,6.67,380,641,1402,113,151.29,95.14,321.83,1.718,13.83,36.5,26.89,68.57,128,42.95,43.403333333333336,74.13,56.34666666666666,NONE
2023-01-06 05:00:00,court_services,cluster-9,29.56,30.25,4.26,906,1118,941,97,31.42,206.9,147.39,2.166,18.46,90.93,33.08,94.65,2227,29.56,44.89166666666667,30.25,54.18666666666667,NONE
2023-01-06 06:00:00,court_services,cluster-30,60.92,49.67,0.3,421,1942,739,108,102.09,92.11,96.28,0.374,3.49,101.77,40.72,74.74,627,60.92,50.33166666666667,49.67,51.120000000000005,NONE
